Kiểu tin nhắn,Nội dung tin nhắn,Mã người gửi,Tạo lúc
INBOX,bn 1hop,8068371453196582,14/05/2024 13:16:28 - 14/05/2024 13:16:28
INBOX,Bn 1 hộp a,8068648479830722,18/04/2024 12:33:18 - 18/04/2024 12:33:18
COMMENT,Giá sao ạ. dạ đang dùng thuốc tây và đặt có uống đc ko ạ. ở hiẹu thuốc có bán ko ạ. Mình hỏi. Mình đang uống thuốc và đabg dặt thuốc thì có uống đc ko ạ. Cảm ơn bạn,8069485706448442,17/07/2024 20:39:39 - 30/07/2024 11:18:09
INBOX,"tôi 50 tuổi bị vlt độ 3 đã điều trị thuôcd tây và thuốc nam  rồi mà đỡ được 3.4 tháng lại tái phát nhờ bs tưvanas. Những biểu hiện trên kg có
Chỉ đi tiểu nhiều lần đi tiểu ít và đau buốt kg chịu đươc hơi tức bụng dưới. 5 năm rồi  đi  khám siêu âm dầu dò âm đạo bs bảo phải đốt lade",8069947363085310,19/07/2024 10:33:50 - 19/07/2024 19:34:05
INBOX,Nữ Vương nêu bao nhiêu một hộp. Chỉ ra huyết trắng lâu năm giống như mắc kẹt. Nó ra nước lon con hơi xanh. Chị không bị ngứa mà âm đạo giống như nó bị khô. Hơi ê ê. Co. Lâu rồi chưa đi khám. Chị mua thuốc đặt ngoài tiệm thuốc tây. Chị năm chục tuổi chị thấy có huyết trắng chị mua. 0772174174,8070201766341295,17/04/2024 12:46:10 - 17/04/2024 17:12:31
INBOX,xin giá,8070496133037512,16/08/2024 13:23:49 - 16/08/2024 13:23:49
INBOX,xin chào,8070785546288988,04/06/2024 13:55:29 - 04/06/2024 13:55:29
COMMENT,Xin giá shop. Bị ngứa rát ra khí hu. ... Tn cù thể e với. Khí hư bá đậu có đâu bụng ạ,8071088899578349,22/07/2024 19:25:26 - 22/07/2024 21:11:11
INBOX,Mình bị ra nhiều khí hư như ba đâu. Có ạ,8071162622895718,11/05/2024 21:54:28 - 12/05/2024 10:19:24
INBOX,xin giá bạn nhé. Em có khám BS nói em viêm lô tuyến ạ. Mới bị. Đang uống thuốc. nan. Giảm.moi uống 4 hop. Nữ vương là chế xuất thuốc tây. Đông y hay nam dược vậy bạn. Vậy em đặt 1 hop nhe. 1123 tran van giàu.phường tân tạo.quân bình tân.0704592841. Alo. Gửi mình 2 họp thuốc. Nữ vương New. Ok. nan. Cho mình 2 hôp thuốc nữ vương đi ạ. Địa chỉ củ nhé. Cho mình 2 hôp thuốc nữ vương nữa nhé. Địa chỉ củ nhé. nan. Tích điểm sau mình ko thấy báo trên ĐT bạn. Rồi lần này có quà ko. nan. Lấy em 2 hôp thuốc nữ vương nữa ạ. Địa chỉ củ nhé. Của đợt này ko gửi cho chai vê sinh nữ vương ha bạn,8071867469507234,10/04/2024 19:42:30 - 05/06/2024 17:16:09
INBOX,xin giá,8071915196176502,02/02/2024 19:50:07 - 02/02/2024 19:50:07
INBOX,mình muốn hỏi nữ vương New.giá sao ạ,8072205596127722,25/03/2024 12:50:28 - 25/03/2024 12:50:28
INBOX,tối ưu muốn mua. Mình muôn  mua nước  vệ sinh  vùng kính. Cho 2 chai  xóm dương thôn  cổ thành  xã triệu thành qtri,8072651716082442,26/02/2024 15:06:28 - 26/02/2024 16:10:11
COMMENT,xin giá,8072716799432256,18/06/2024 19:53:21 - 18/06/2024 19:53:21
INBOX,Xin chào ạ. Mình bị nấm và tạp khuẩn ạ,8072763206163752,13/08/2024 10:34:08 - 13/08/2024 10:48:28
INBOX,0395991372. Tư vấn giùm em,8072964902736248,02/05/2024 09:54:34 - 02/05/2024 09:54:51
INBOX,Giá bao nhiêu vậy shop,8073134876034929,13/01/2024 18:01:30 - 13/01/2024 18:01:30
INBOX,Hộp mấy sj,8073212879376341,12/06/2024 13:14:06 - 12/06/2024 13:14:06
INBOX,Bị vlt kèm polyp có để ngủ dc k ah. E bị vlt cổ tử cung kèm polyp. Vậy k biết có dùng dc k ah,8073312242693638,07/06/2024 21:14:00 - 07/06/2024 21:30:39
INBOX,.,8073906436026662,06/08/2024 10:31:17 - 06/08/2024 10:31:17
INBOX,nhiu 1 h. Trị bệnh gì C.. Nhiu 1 h,8073953869334582,09/07/2024 12:53:44 - 28/07/2024 09:03:00
INBOX,xin giá,8074127722668322,18/08/2024 09:30:05 - 18/08/2024 09:30:05
INBOX,Nữ vương giá sao. Thuốc giá sao. Mình Bj viêm,8074366609274896,06/06/2024 12:44:47 - 13/06/2024 20:51:22
COMMENT,Xin giá. nan. Dạ bi viêm âm đạo. Do nấm. Ra khí hư như dạng sữa chua. Mới đặt thuốc hết một tuần. Vâng. Giá sao ạ,8074375459240428,02/06/2024 16:34:34 - 04/06/2024 15:20:15
INBOX,thuốc uống hay viên đặt ạ. Dạ đang cho con bú uống có sao không ạ,8074758199213336,12/08/2024 09:23:42 - 12/08/2024 12:37:46
INBOX,tu van,8075231935887315,13/08/2024 14:24:09 - 13/08/2024 14:24:09
INBOX,xin giá. xin giá. Mình uống khoản bao lâu mình ngưng,8075880249093495,17/03/2024 12:24:27 - 17/03/2024 18:35:17
INBOX,Chào chị ạ. Cho e hỏi. E dag dùng thuốc đặt. Có dùng đx. Vs nữ vương ko ạ. E bị lộ tuyến ạ. E dag có đặt thuốc ạ. E ko rõ nữa ạ. Lộ tuyến cua e. 7mm ạ. Dạ. E dùng dc ko ạ. Bị lần đầu ạ. E có mua thuoc r. Nhưng e sợ dag đặt thuốc xong ko uống đc cùng ạ. Dạ. E có kết hợp vs uống. Nữ vương new. Mà khí hư của e đỡ ra hẳn ạ. Vag ạ. E dag dùng ạ. Thuốc này đến kì kinh nguyệt có uống đc ko ạ. Thế ạ. Thuốc này làmh tính đúng ko ạ. Alo chị ạ. Trc e đi khám viem lộ tuyen độ 1 xong e có đặt thuốc. Xong e dùng het thuốc đặt khám lại tử cung ko tổn thương nữa r ạ. Và h e cug cứ duy trì. Uống thuốc này đc ko ạ. Loại này uống lâu có sao ko chị. Có gây rối loạn kinh nguyet ko ạ. Dạ. Chị ơi sao e uống nó cứ đẩy  dịch ra chị nhờ. Thế ạ. E cứ thấy đẩy dịch ra. Nên e sợ. E cứ thấy dịch ra nhieu. E vẫn dag dùng 9 vien 1 ngày ạ. Là h dùng mấy viên ạ. H mk uống 2 viên thui ạ. E thấy ra màu trắng đục ạ. Trc e đặt thuốc e đi khám thấy bs  cho thuốc đặt. E thấy đặt xong ko thấy ra dịch nữa ạ. H e uống thuốc này thấy đẩy dịch ra chị ạ. H e cug dag đặt thuốc chị ạ. Và uống thuốc này ạ. E thấy lộ tuyen het tổn thuong r. Vag. E vẫn dag uống đây ạ. Sáng 3 viên. Vs tối 3 viên đúng ko ạ. Cái này hay bị lại ak chị. Đợt e đi khám phòng tư. Nó ns e độ 3. Xong e ko chắc chắn e vào bệnh viện phụ sản hn khám thì ns e bị độ 1. Nó bắt e đốt. Nó ns e bị nấm nữa cơ. Đi phụ sản ns e ko bị nấm. Dạ. Nó doạ e đốt chị ạ. Mà e ko làm. E ko chắc chắn ms đi. Bệnh viện pshn ạ. Viêm lộ tuyết này bầu bth đc ko chị. E nghe phòng khám ns mà e hãi quá. Dạ. Ko ạ. E sắp cuoi ạ. Dạ. Vag chị,8076042855849763,05/06/2024 14:34:52 - 02/07/2024 16:36:28
COMMENT,Giá à,8076231395760401,05/07/2024 09:14:24 - 05/07/2024 09:14:24
INBOX,Ib. Viêm lộ tuyến có hiệu quả k ạ?. Ib,8076270695740638,22/05/2024 20:35:14 - 21/06/2024 11:38:12
INBOX,xin giá,8076352269052019,19/07/2024 14:52:25 - 19/07/2024 14:52:25
INBOX,tv. mình hay bị ngứa và ra huyết. lâu rồi,8076417619075636,21/07/2024 16:42:24 - 22/07/2024 13:12:03
INBOX,e muốn đc TV sp,8077164442336219,23/07/2024 05:38:13 - 23/07/2024 05:38:13
INBOX,xin chào. tui muốn đc tv,8077679695575803,27/05/2024 21:22:24 - 27/05/2024 21:24:40
INBOX,nan,8077984645579596,26/05/2024 18:19:27 - 26/05/2024 18:19:27
INBOX,Giá sp Nữ Vương viên uống giá ntn ạ. Vâng. Giá ntn ạ,8078250068898782,17/07/2024 07:54:33 - 13/08/2024 15:49:38
INBOX,E bị ngứa có uống dc k. E chỉ bị ngứa ỏ ngoài ngay cửa mình dó. Nó cắn cắn khó chịu nên e muốn hỏi xem uống dc k. Bnh hộp. K ạ,8078690905528262,21/07/2024 08:22:50 - 21/07/2024 10:10:10
INBOX,giá. vùng kín mình có mùi hôi mình uốn dc ko. xin gia. xin giá. nữ vương neu,8078850058802402,05/07/2024 22:06:40 - 11/08/2024 21:53:47
COMMENT,Xin giá ạ,8078964422136587,15/06/2024 23:34:01 - 15/06/2024 23:34:01
COMMENT,.. Mình bị viêm lộ tuyến độ2,8079376288788325,25/07/2024 13:36:04 - 25/07/2024 17:27:11
INBOX,xin gia 0374050494,8079474072166298,12/06/2024 12:03:12 - 12/06/2024 12:03:12
COMMENT,Xin giá ạ. Tôi bị viêm nhiễm ngứa phụ khoa điều trị cách nào xin tư vấn giúp ạ. Tôinay 57 tuổi hết kinh rồi mà bị ngứa dich ko có nhiều chỉ thấy hơi có màu vàng vàng. Cũng lâu rồi đi khám đặt thuốc thì hết thời gian trở lại. Có dùng thuốc tây để đặt. Bao nhiêu 1 liệu trình và dùng bao nhiêu là được. Tổng cộng là bao nhiêu tiền vậy. Nhiều tiền quá ko có tiền để khi nào có tiền mới nhắn lại,8079705442142904,02/08/2024 19:10:16 - 03/08/2024 14:41:32
COMMENT,baO nhieu vay,8079791072044537,24/05/2024 06:36:00 - 24/05/2024 06:36:00
INBOX,.,8079892362039323,16/04/2024 07:18:17 - 16/04/2024 07:18:17
INBOX,xin giá sp ạ,8080377498694427,09/08/2024 10:20:20 - 09/08/2024 10:20:20
COMMENT,.,8081380638580148,22/06/2024 05:16:34 - 22/06/2024 05:16:34
COMMENT,Xin giá. Xin giá,8081485128562041,28/06/2024 19:17:53 - 28/06/2024 20:44:37
INBOX,xin giá,8082076291850781,16/07/2024 06:40:45 - 16/07/2024 06:40:45
INBOX,.,8082271538460623,06/07/2024 11:18:18 - 06/07/2024 11:18:18
INBOX,xin giá ạ. Bị khí hư ra bất thường gây ngứa bên ngoài ạ,8082727348428487,10/06/2024 00:17:27 - 10/06/2024 08:42:52
INBOX,Cho m xin giá sp,8083378845054058,12/08/2024 15:03:06 - 12/08/2024 15:03:06
COMMENT,Xin giá,8084038878314809,14/07/2024 20:44:19 - 14/07/2024 20:44:19
INBOX,Bị u xo có uống ĐK ko,8084140311668807,28/07/2024 09:32:45 - 28/07/2024 09:32:45
COMMENT,xin gia ạ,8084174708264107,01/05/2024 21:55:07 - 01/05/2024 21:55:07
INBOX,.,8084484544899548,28/04/2024 11:47:15 - 28/04/2024 11:47:15
INBOX,xin giá ạ. Viên uống 1 hộp 30v uống đk bao lâu ạ. Dạ e bị viêm ạ. Và có mùi hôi. Dạ loãng ạ. Dạ k ạ. Chỉ bị ra huyết trắng thôi. Ko đau rát hay gì đâu ạ. Mới bị ạ từ lúc sinh bé xong ạ. Đi khám bác sĩ bảo viêm cấp độ 2 ạ,8085255361565099,23/07/2024 15:13:27 - 24/07/2024 09:10:31
INBOX,Xin giá ạ,8085471348137832,23/06/2024 14:38:41 - 23/06/2024 14:38:41
INBOX,.. Viêm loa tuyến a. Cấp độ2 a. Mới bị đay a,8085848748109829,10/05/2024 10:29:24 - 10/05/2024 10:39:40
INBOX,Qt,8085979141452307,18/07/2024 21:10:41 - 18/07/2024 21:10:41
INBOX,gia,8086882884679918,09/06/2024 15:15:14 - 09/06/2024 15:15:14
INBOX,làm sao biết được bị viêm lộ tuyến bs. xin tư vấn giúp em,8087321207961484,04/02/2024 07:50:21 - 04/02/2024 07:50:55
INBOX,dạ cho hỏi tac dụng của thuoc ạ. Dạ nấm candida có uong khỏi đc ko ạ,8088208237893097,03/08/2024 00:07:39 - 03/08/2024 00:09:34
INBOX,".. Mình ko sao xin giá để mua về dùng hàng ngày thôi. Sao mình goi dt đen tổng đài ko thấy ai nghe may. Thuoc đăt ,đấy và thuôc rửa bn ah. Có miễn ship ko. Thuoc đat bn ah. Cho mình dung dich rửa nhé. Tổ4 TT việt lâm vi xuyên Hà giang. 0976601225",8088406444519364,22/02/2024 20:36:27 - 15/03/2024 09:31:29
INBOX,xin giá ạh,8089094937844629,11/08/2024 21:39:58 - 11/08/2024 21:39:58
COMMENT,Giá bao nhiêu hộp sop,8089589364390783,12/04/2024 21:31:22 - 12/04/2024 21:31:22
COMMENT,Xin giá ạ,8089601544385314,13/06/2024 22:28:04 - 13/06/2024 22:28:04
INBOX,Cho xin gia,8090004297730086,17/07/2024 10:48:29 - 17/07/2024 10:48:29
INBOX,.. Bao nhiêu tiền. Em bị  khí hư trắng. Khí hư như nước bọt và mùi tanh. Hai năm rồi ạ,8090350327660021,17/04/2024 14:18:16 - 17/04/2024 14:30:51
COMMENT,Xin giá ạ,8091328737560490,10/03/2024 16:56:31 - 10/03/2024 16:56:31
COMMENT,Xin giá với a.,8091670114197670,20/06/2024 15:08:33 - 20/06/2024 15:08:33
INBOX,1 hộp bn. 1hop bn,8092530834114724,26/06/2024 10:23:19 - 26/06/2024 19:16:21
INBOX,tôi muốn tự van. Một hộp uống đc bao nhiêu ngày c,8092934807465361,09/08/2024 07:10:39 - 09/08/2024 08:32:08
COMMENT,Ở hiệu thuốc tây có bán loại này không ạ. Cho em hỏi dịch cổ tử cung ra nhiều thì dùng loại này có hiệu quả không ạ. Giá bao nhiêu một hộp ạ. nan. Chị cho em hỏi dịch cổ tử cung ra nhiều mà còn tiền sử ung thư có dùng được không ạ. Một liệu trình giá bao nhiêu vậy ạ,8092967640748206,11/05/2024 13:56:27 - 26/07/2024 20:31:03
INBOX,xin gia,8093143600698800,10/05/2024 11:07:37 - 10/05/2024 11:07:37
INBOX,1. Alo. Bạn có thể tu vẫn giúp mjh dk. 0348652225,8093155034070516,09/07/2024 10:04:59 - 09/07/2024 10:22:27
INBOX,nan. Mình cứ quan hệ là ra máu. Và ra rất nhiều dịch các loại mầu ạ. Hay đau bụng dưới và sinh hoạt vào là đi đái giắt. 41 tuổi mà giờ ko còn ham muốn nữa. Ck quan hệ đau rát ạ. Có bạn nám thì lúc nào có. Hay bốc hoả có. Cái này mình bị đi bị lại á. Đặt thuốc khỏi thời gian lại bị lại ạ. Kinh nguyệt cũng đều chậm tí ko đáng kể ạ. Ngày thứ hai thì ra nhiều lắm. Mình hay đi khám họ nói viêm lọi tuyến. Với bị pilip hậu môn ạ. Nhưng chưa đi cắt đc. Chuẩn đó bạn à. Có phải vì như vậy mà chuyện ham muốn nó cũng giãm đi đúng ko ạ. Có cách gì để dứt điểm được ko ạ,8093367840673897,28/05/2024 10:34:57 - 28/05/2024 22:29:23
INBOX,nhìu giá huyết trắng phải hk. Nhìu giá thuốc,8093909533991614,16/08/2024 14:39:38 - 16/08/2024 19:08:42
INBOX,Bn 1 hop vậy. C bị viem lộ tuyến,8094334567293538,10/07/2024 08:31:09 - 10/07/2024 08:34:13
INBOX,xin giá một hộp,8095067093858220,21/06/2024 20:51:28 - 21/06/2024 20:51:28
INBOX,Giá. Viêm lộ tuyến. Bị ngứa thôi,8095327547158048,15/06/2024 07:39:54 - 15/06/2024 08:50:51
INBOX,gia bao nhieu da sop. gia bao nhieu hop da nha thuoc,8096011683824740,04/08/2024 20:48:04 - 04/08/2024 20:49:22
INBOX,ib. gia ạ. sp trị viêm lộ tuyến,8096341060447447,17/08/2024 21:23:28 - 17/08/2024 21:23:52
INBOX,xin giá,8097334290324884,20/06/2024 21:46:30 - 20/06/2024 21:46:30
INBOX,Xin giá. Viên lộ tuyến ạ,8098013066986633,10/08/2024 16:14:25 - 10/08/2024 16:17:13
INBOX,ib,8098090176867864,16/06/2024 23:19:34 - 16/06/2024 23:19:34
INBOX,ib giá. Khí hư ra bất thường. Có mùi hôi khó chịu. Mình 42 tuổi có 2 cháu. Khi hư màu đục. Ngứa khó chịu. Ko bị chảy máu ngoài kỳ kinh nguyệt và ko bị đau bụng. Mới bị lẫn đầu. Và bị khoảng hơn tháng nay. Chưa từng điều trị ở đâu. Dạ. Bây giờ mình điều trị như thế nào ạ. Báo giá e thuốc nha. 0979856951. Hy vọng là sản phẩm tốt ạ. Mình cũng được nhiều người giới thiệu mua nhiều loại nhưng về ko Sài ổn. Mình bỏ ko dùng đến. nan. Mình có mua này. Về có sử dụng một lần. Và mình thấy nó bắt ổn. Vậy là bỏ luôn. Mình Sài 1 viên thì thấy nó rất ngứa khó chịu cả 10 ngày luôn. Vậy là sợ quá bỏ luôn,8098572163495957,07/06/2024 09:04:57 - 07/06/2024 21:34:27
COMMENT,.,8098718410155483,19/04/2024 19:56:28 - 19/04/2024 19:56:28
INBOX,Tv,8099279553470038,03/08/2024 00:05:50 - 03/08/2024 00:05:50
COMMENT,xin giá ạ,8099524426775238,17/08/2024 15:44:41 - 17/08/2024 15:44:41
INBOX,"xin gia. bao nhiu 1 hộp?. 1 hộp 30v , 1 ngày uống mấy viên ạ?. Hiện tại có huyết trắng nhưng k nhiều. Trắng đục nhưng ít thôi, k có cục lợn cợn",8099660450068260,10/06/2024 08:59:04 - 20/06/2024 16:52:49
INBOX,ddvs tot. Chua xai. bi ngua. Khong. Moi,8099960056722658,13/07/2024 11:21:38 - 13/07/2024 16:44:17
INBOX,bị nặng có bớt ko ạ. Khi hư e mau xanh. bầu 4 tháng dùng đuoc ko ạ. Minh viem lộ tuyến á. Ra dich màu xanh màu vàng rất nhieu. Hôi và ngứa. Lau roi ạ. Chua chị. E bi viêm lộ tuyến va dang có bầu dùng duoc ko nha thuoc. Nhung ra dich vàng và xanh rât ngúa có ảnh huong gi toi bé ko ạ. Va co phuong phap nào giam bớt bệnh nẵng hơn ko ạ. Bên minh có bán viên đặt ko ạ,8100232936658970,06/02/2024 09:30:55 - 10/07/2024 14:00:16
INBOX,dang uống hay đặt ạ. Nhiu hộp à. Bị sa tử cung dang nhe có uống đc ko ạ. Thuốc có miễn ship ko s. Ạ,8100582960004169,22/06/2024 20:44:21 - 22/06/2024 21:29:52
INBOX,bao nhiêu tiền ạ,8100989473246528,26/05/2024 19:27:20 - 26/05/2024 19:27:20
INBOX,Ra khí hư viêm âm đạo nấm. Có sử dụng được ko ạ. Bị cả năm rồi ạ. Tái lại Hoài ạ. Thuốc đặt. Bv cho đơn,8100991813256155,06/08/2024 13:12:27 - 06/08/2024 17:35:58
INBOX,In. Gia bán 1hop,8101010713353001,11/08/2024 15:20:55 - 12/08/2024 06:45:03
COMMENT,Bn 1 hộp ạ,8101531423219043,03/07/2024 14:29:15 - 03/07/2024 14:29:15
INBOX,cho xin giá bao nhiêu một hộp,8102001319839208,01/08/2024 21:08:34 - 01/08/2024 21:08:34
COMMENT,Bn 1 hộp vậy,8102739576430949,09/07/2024 09:53:49 - 09/07/2024 09:53:49
INBOX,thành phần thế nào. giá,8102759783068561,24/05/2024 20:44:05 - 24/05/2024 20:44:06
COMMENT,Xin giá,8102833069823991,09/07/2024 11:44:16 - 09/07/2024 11:44:16
COMMENT,Bao nhiêu hộp chị ơi,8103252363043633,07/08/2024 10:10:09 - 07/08/2024 10:10:09
INBOX,cho e xin giá ạ,8103609749655114,18/02/2024 14:34:20 - 18/02/2024 14:34:20
INBOX,nữ vưong new bao nhieu 1 hop,8103894042967771,23/07/2024 22:08:05 - 23/07/2024 22:08:05
COMMENT,Bao nhiêu tiền một liệu trình,8104426716287654,17/05/2024 09:31:20 - 17/05/2024 09:31:20
INBOX,?. ?. Mình cần tư vấn về sản phẩm. 1,8104821862880360,25/05/2024 15:00:00 - 28/05/2024 20:12:03
INBOX,san phẩm này có bầu dùng đc k ạ,8105757376108066,10/04/2024 15:26:47 - 10/04/2024 15:26:47
INBOX,xinh giá ạ,8105893722807379,18/07/2024 20:12:54 - 18/07/2024 20:12:54
INBOX,Toi muon mua bo nu vuong new.duoc khog a,8105933372763618,13/07/2024 11:43:36 - 13/07/2024 11:43:36
INBOX,.,8106080662757242,15/06/2024 06:52:27 - 15/06/2024 06:52:27
INBOX,..,8106185749437600,14/08/2024 14:16:10 - 14/08/2024 14:16:10
COMMENT,Bao nhiêu một hộp,8106940389368025,15/06/2024 21:40:48 - 15/06/2024 21:40:48
COMMENT,Bbh. Viêm lộ tuyệt cấp độ 1 a. Ko a,8107427512624471,12/05/2024 15:50:54 - 12/05/2024 20:15:48
COMMENT,Xin giá. Bị viêm tử cung viêm mản ạ. Kết quả của sinh thiết để viêm mản độ mấy là khg biết. Lần đầu đang điều trị ở từ vủ. Uống thuốt tháng thứ hai. Có kinh trong tháng có hai lần đi khám. Vẩn con ê phần từ gốn chở xuốn. Có mùi hôi. Khg có lấy sinh khiết. Chị 52 tuổi  sinh được hai cháu  nhỏ 19 tuổi giờ đang uống và có thuốt đặt nữa ạ,8107647372593257,27/05/2024 13:03:42 - 27/05/2024 15:54:18
INBOX,chào,8107691579245664,19/02/2024 14:00:16 - 19/02/2024 14:00:16
INBOX,Giá sao ak,8108084085896749,28/07/2024 14:26:14 - 28/07/2024 14:26:14
INBOX,xin giá. Mình chỉ ngứa hai bên mép thôi ạ,8108226479292246,11/08/2024 13:43:45 - 11/08/2024 19:24:34
INBOX,bao nhiêu tiền một hộp vậy,8110329892366648,22/07/2024 10:36:50 - 22/07/2024 10:36:50
COMMENT,.,8110622842285704,09/05/2024 20:17:33 - 09/05/2024 20:17:33
INBOX,xin giá,8110968795606166,23/07/2024 19:02:43 - 23/07/2024 19:02:43
INBOX,.,8111652385534900,19/05/2024 21:35:19 - 19/05/2024 21:35:19
COMMENT,Xin giá a,8111866668828496,10/03/2024 21:09:50 - 10/03/2024 21:09:50
INBOX,nan,8111906488903967,13/08/2024 20:32:49 - 13/08/2024 20:32:49
INBOX,Xin giá sản phẩm ạ. nan. Cả hai ạ. Cặp đo 2 ạ. Da. Tai phát ạ. xin giá sản phẩm. Điều trị rút điểm bệnh là uống mấy hộp ạ. Dung dịch vệ sinh giá bao nhiêu ạ. Ship cho mình+1 lọ nhé. Đc xã nà khoa huyện nậm pồ điện Biên 0865872182. Vg. Bạn cứ ghi như ních Facebook là dk ạ,8112204902132563,13/06/2024 10:23:44 - 14/08/2024 07:58:39
INBOX,xin giá thuốc ạ. bị viêm lộ tuyến cổ tử cung,8112377212129737,23/05/2024 04:43:15 - 05/07/2024 14:13:53
INBOX,thuốc bao nhiêu tiền 1 hộp vậy bạn. Khí hư bất thường. Hôi. Màu vàng. Với màu xanh. Mình bị tái đi tái lại 1 năm rồi mình chưa đi khám. Bạn tư vấn giúp mình thuốc uống được không,8112673232132263,21/07/2024 10:14:17 - 21/07/2024 22:45:41
INBOX,Xin giá ạ,8113280895354681,25/03/2024 08:01:32 - 25/03/2024 08:01:32
INBOX,bao nhieu,8113493358664712,21/04/2024 11:09:47 - 21/04/2024 11:09:47
COMMENT,Xin giá,8113569358703405,05/08/2024 20:17:09 - 05/08/2024 20:17:09
INBOX,"xin gia ạ. E bi ngửa va khi hu. Khi hư màu trắng đục na ,k có mùi",8113673408688706,19/06/2024 15:28:35 - 19/06/2024 20:20:04
INBOX,xin giá Nữ Vương New. Bị huyết trắng.. và có mùi và kinh k đều.. vừa mới sinh bé thứ 2 đc 10 tháng uống đc k. Cũng lâu rồi.. có mua thuốc y tế đặt thì hết nhưng rồi bị lại,8113744052001994,26/07/2024 15:42:36 - 26/07/2024 17:02:04
INBOX,Cho em xem hình ảnh thuốc đặt và dung dịch ạ,8113827988644793,17/04/2024 20:57:25 - 17/04/2024 20:57:25
INBOX,Em xin giá với. Bị viên lộ tuyet bị tái đi tái lại. Chỉ có khí hư thôi và cảm thấy kho thôi. Viêm do 2 mình 34 tuổi rồi. Đặt thuốc khỏi rồi giờ lại nghe ra khí hư như chưa khám lại. Vậy ngày uống mấy viên. Vậy cho mình 6 hộp theo sdt 0984983505 /thôi bài gạo 2 xã mau lam huyện như thanh tỉnh thanh hóa. Ok mình dc kiểm tra và trả hg nếu ko dg ko ạ. Chị gửi chị gửi giúp em 6 hộp nữa nhé,8114119608612924,12/05/2024 09:36:32 - 20/07/2024 06:33:18
INBOX,1,8114147778629680,13/07/2024 12:41:05 - 13/07/2024 12:41:05
INBOX,một liệu trinh bao nhiêu,8114345695265384,13/08/2024 09:11:50 - 13/08/2024 09:11:50
INBOX,giá,8114420531951070,28/06/2024 20:14:55 - 28/06/2024 20:14:55
COMMENT,Bn,8114470678566512,22/04/2024 07:13:30 - 22/04/2024 07:13:30
INBOX,Bao nhiêu tiền vậy,8114839841861403,28/04/2024 13:59:54 - 28/04/2024 13:59:54
INBOX,bộ sp gồm viên uống viên đặt và dung dịch rửa phải ko ah. Giá tn. Viên uống thì uống theo liêuk trình hay uống 1 hộp. Chụp cho m tp của viên uống. Mờ ko nhìn rõ. Mình bị viêm lộ tuyến,8115307481889733,15/07/2024 14:33:31 - 15/07/2024 14:47:29
COMMENT,.,8115324298511133,21/07/2024 10:20:40 - 21/07/2024 10:20:40
INBOX,giá,8116222991740440,12/04/2024 14:34:54 - 12/04/2024 14:34:54
INBOX,"M đang bị viêm lộ tuyến. Nhờ tư vấn giúp ạ. Mới bị thôi b. M viêm độ 1. Lần đầu ạ. M chỉ có hơi ngứa, có khí hư màu vangf. M đang có u nang và u xơ nữa a. nan. Ctc m bị viêm. K có HpV. M có uống ksinh và đặt thuốc. nan. M bỏ thuốc kháng sinh rồi. Có nên uống lại ksinh để tiêu diệt vi khuẩn k b?. Mới đây thoi b. Tầm 1 tháng. Giá bn vậy b",8116938188356236,10/07/2024 08:09:04 - 16/07/2024 10:21:20
INBOX,.,8116941901691811,12/07/2024 12:03:16 - 12/07/2024 12:03:16
COMMENT,Giá,8117035128380842,16/05/2024 10:52:10 - 16/05/2024 10:52:10
COMMENT,Ib,8117115035047012,20/07/2024 20:14:39 - 20/07/2024 20:14:39
INBOX,nhiu,8117753981605558,08/08/2024 10:59:20 - 08/08/2024 10:59:20
INBOX,nhiu hop,8119297868080398,27/04/2024 13:15:11 - 27/04/2024 13:15:11
COMMENT,Tư vấn tui,8119322321423934,05/08/2024 12:35:55 - 05/08/2024 12:35:55
COMMENT,Tôi muốn mua. tôi muốn mua. Cho giá và hình ảnh. nan,8119584568055721,12/04/2024 11:20:02 - 15/07/2024 08:13:20
INBOX,báo nhiêu một hộp vậy. xingia,8119927454735524,12/08/2024 20:40:51 - 13/08/2024 17:57:57
INBOX,giá bao nhiêu vậy,8120368751329079,21/06/2024 19:03:36 - 21/06/2024 19:03:36
INBOX,Xin giá ạ,8120825144636959,23/06/2024 21:13:55 - 23/06/2024 21:13:55
COMMENT,Ib. Ib,8120993247956331,08/08/2024 14:44:22 - 09/08/2024 07:54:06
INBOX,Xin tư vấn ak. mình bị viêm lộ tuyến đo 3 có dùng khỏi ko ạ. Sop ơi em mua đc thuốc ở sop khác rồi ak nhan cho sop mại ko ai hồi âm ạ. rồi ak cảm ơn sop,8121071201280954,06/08/2024 16:06:46 - 07/08/2024 10:49:51
INBOX,tôi bị viêm nhiễm nấm ngứa vlt ctc. Tái phát nhiều lần. Đi khám họ toàn cho thuốc đặt với uống nhưng đỡ được thời gian đặt xong đâu lại vào đó khám rất nhiều lần dùng rất nhiều thuốc mà thấy ngày càng nặng hơn. Có cách nào chữa triệt để k ạ. Vậy vlt có chữa khỏi được không ạ. Vậy nữ vương bn ạ và dùng ntn. Đã có nhiều người dùng chưa ạ,8121281694566686,19/03/2024 16:09:42 - 19/03/2024 16:35:59
